claim_id,policy_id,claim_number,edad,zona,anios_vehiculo,cobertura,historial_siniestros,tipo_uso,severidad,severidad_esperada_real
798,5144,1,49,5,18,2,3,0,22108.736857506796,26036.378183658442
799,5163,1,34,4,4,0,0,0,4497.136805455997,8948.578752001418
800,5164,1,65,5,3,1,0,1,14591.148361170215,14577.725616309404
801,5167,1,59,5,5,0,0,0,12255.86510169433,10009.100418608576
802,5176,1,27,5,9,2,0,0,21308.27875988997,23370.971568751167
803,5177,1,29,4,8,1,2,1,2531.1645319046997,13456.936809554429
804,5184,1,68,5,17,2,3,0,20067.750668403856,25725.80878864843
805,5184,2,68,5,17,2,3,0,32118.632263978805,25725.80878864843
806,5184,3,68,5,17,2,3,0,12901.633099112325,25725.80878864843
807,5188,1,25,5,7,0,0,0,15840.329039073895,10252.224649575723
808,5189,1,64,2,17,1,1,0,6953.525421466627,11330.46052828938
809,5193,1,46,4,15,1,2,0,10552.729196650478,14636.153296230952
810,5202,1,41,5,14,0,0,0,10736.367627653406,11150.61575469762
811,5209,1,45,3,0,0,1,0,3996.953715039823,7717.532750235283
812,5223,1,70,1,18,0,3,1,11131.430540646063,7842.006408075048
813,5231,1,25,5,19,0,2,0,20401.640028837875,11840.131324822405
814,5235,1,39,3,16,0,3,1,4389.3870065107985,9351.106897171137
815,5238,1,64,4,5,2,4,2,16780.39665400731,21617.317314855296
816,5253,1,58,1,9,0,0,1,17142.52534921244,7039.201363272482
817,5257,1,21,5,16,1,3,1,26813.89703127434,17038.82768179685
818,5259,1,56,2,2,0,1,1,2531.5123210688894,7152.734427570845
819,5260,1,31,5,14,2,2,1,40532.83569452012,24816.151739972494
820,5273,1,31,4,13,0,0,1,1305.6260011573484,9969.143983080436
821,5277,1,32,3,14,0,1,2,12785.263598603282,10606.793807169623
822,5300,1,66,4,8,0,0,0,5038.01685340578,9388.58623345996
823,5302,1,74,5,2,1,1,1,15946.073487079184,14403.838319338069
824,5310,1,43,2,5,0,0,1,7301.060268807142,7414.923962738238
825,5312,1,70,4,9,0,1,0,8792.194842313591,9501.927958514374
826,5317,1,48,1,9,2,0,0,13495.678600939735,11375.873135065982
827,5322,1,65,3,19,2,2,1,12030.661564856755,18384.25737617396
828,5322,2,65,3,19,2,2,1,11368.594982929146,18384.25737617396
829,5333,1,40,4,4,0,0,1,12833.37597519424,8948.578752001418
830,5334,1,69,4,1,0,1,2,8648.485908355055,10029.138650998779
831,5336,1,21,2,13,1,4,1,6786.785570197964,10799.444752660644
832,5339,1,40,4,6,1,1,1,10240.006908189993,13137.815104283169
833,5347,1,46,4,5,1,2,1,9646.8364829848,12981.10347335243
834,5347,2,46,4,5,1,2,1,9225.993046040057,12981.10347335243
835,5348,1,44,3,12,2,4,0,18540.5293558111,16903.060851751692
836,5349,1,35,2,19,0,0,1,4672.0688526723225,8771.385020692798
837,5356,1,64,5,13,0,1,0,21860.000650360882,11017.60800820932
838,5356,2,64,5,13,0,1,0,10711.922542592261,11017.60800820932
839,5360,1,37,5,11,2,2,0,7495.944719557759,23938.659897568792
840,5364,1,66,4,6,0,1,1,9166.24214712157,9165.942574556786
841,5373,1,38,4,12,0,0,1,5076.203901324222,9850.22917112949
842,5378,1,32,2,2,1,2,1,8013.355390363174,9463.996160851331
843,5380,1,47,2,12,0,2,0,6375.000662565576,8064.685547269543
844,5385,1,21,3,4,0,3,0,10104.940240037766,8097.008893052415
845,5391,1,28,2,1,1,0,0,11597.114616572488,9351.106897171121
846,5402,1,57,1,10,1,2,0,8793.366560790839,9056.608579636397
847,5404,1,48,3,14,0,1,1,22432.80586378656,9129.352034126798
848,5406,1,40,3,13,2,0,1,9871.035652344837,17107.119485074934
849,5410,1,58,3,7,0,0,0,15292.457810416938,8393.811608071786
850,5414,1,68,1,4,2,0,1,19818.48345558886,10713.393857158993
851,5417,1,38,3,18,2,1,0,18798.56897483071,18164.96467537078
852,5417,2,38,3,18,2,1,0,20096.950475760437,18164.96467537078
853,5417,3,38,3,18,2,1,0,26341.36745649158,18164.96467537078
854,5424,1,32,4,4,0,0,0,6466.0256809332805,8948.578752001418
855,5432,1,30,1,5,2,1,0,7055.952141328413,10842.729042538685
856,5441,1,47,3,16,2,1,2,13797.956710057588,20604.195518764143
857,5448,1,41,2,19,0,3,0,8855.85566402453,8771.385020692798
858,5449,1,42,4,2,2,0,0,11920.32914573612,17948.28776087006
859,5457,1,27,5,7,2,2,1,13184.36282743386,22816.745565730133
860,5457,2,27,5,7,2,2,1,11095.535603702107,22816.745565730133
861,5457,3,27,5,7,2,2,1,11417.406453529937,22816.745565730133
862,5461,1,69,4,6,1,1,0,7943.925246749922,13137.815104283169
863,5480,1,50,3,14,1,1,0,7697.861233949854,12572.28415659294
864,5484,1,66,3,3,0,1,1,7295.425027771858,8000.425446016581
865,5486,1,27,5,4,2,0,0,12345.767867467383,22009.95213885567
866,5488,1,61,5,11,0,4,1,12117.725345044902,10756.333254129051
867,5491,1,45,4,16,0,0,0,26220.043156384036,10334.571394570143
868,5493,1,28,1,13,0,2,1,12622.62297049051,7385.323507265496
869,5494,1,29,3,17,2,4,1,8607.890438020208,17948.28776087009
870,5509,1,50,5,9,2,1,0,17042.515692054018,23370.971568751167
871,5522,1,55,2,16,0,2,0,3616.0360137012217,8461.231420614573
872,5524,1,70,5,11,0,4,1,10293.71787417901,10756.333254129051
873,5529,1,19,3,17,0,2,2,10863.365070141013,10995.594812726127
874,5538,1,65,5,12,0,0,1,10297.7421485423,10886.1868163127
875,5549,1,30,2,5,1,2,1,4735.487340662282,9810.906951314202
876,5553,1,55,3,17,1,2,1,7838.2209222526935,13033.131874677301
877,5559,1,48,3,12,1,0,0,17848.66345565934,12274.141361097467
878,5560,1,25,4,15,0,0,1,10919.192778177763,10211.297659526826
879,5562,1,24,4,2,2,1,0,9571.586709578443,17948.28776087006
880,5563,1,62,2,7,1,1,0,4263.444496108602,10049.216999956923
881,5568,1,38,2,10,1,3,2,9996.467143505342,12103.50065411342
882,5570,1,30,2,11,2,0,0,11210.338049314962,13950.21221948351
883,5570,2,30,2,11,2,0,0,5910.990929215347,13950.21221948351
884,5579,1,43,5,0,0,0,1,6839.379936708318,9426.215787328809
885,5580,1,39,2,5,0,0,1,4882.781689672438,7414.923962738238
886,5583,1,58,1,15,0,0,1,4707.735987174388,7564.715362982049
887,5585,1,44,5,3,1,4,0,9903.216263694318,14577.725616309404
888,5617,1,63,2,10,0,3,1,7870.467452216266,7873.437253490392
889,5619,1,69,5,16,2,2,1,22954.212733408567,25418.94395455835
890,5624,1,67,3,13,1,0,0,21298.051894085645,12422.318341191714
891,5633,1,47,1,17,0,1,0,7426.423171593257,7748.464703900959
892,5636,1,52,4,16,1,0,1,19823.962258602212,14812.845166711255
893,5638,1,42,5,5,0,0,0,4154.958090887829,10009.100418608576
894,5643,1,56,4,14,1,4,0,13514.209510430783,14461.5690571167
895,5654,1,44,4,17,1,0,0,10500.438483797478,14991.670112492284
896,5655,1,31,3,19,1,1,1,17088.151231190026,13349.710791023594
897,5681,1,28,5,18,1,0,0,17253.28623487014,17452.706222671204
898,5709,1,48,1,19,2,3,1,26220.7051943375,12826.261143753285
899,5711,1,33,4,5,2,0,0,9580.471878248993,18606.19744180746
900,5717,1,29,4,16,0,1,0,6007.61484077127,10334.571394570143
901,5723,1,56,5,17,0,0,0,11988.133327821106,11559.351014081107
902,5731,1,65,4,13,1,0,0,11437.210250048523,14289.067308936412
903,5745,1,18,5,14,0,0,0,5704.703084496823,11150.61575469762
904,5745,2,18,5,14,0,0,0,11769.841266963429,11150.61575469762
905,5752,1,30,1,7,2,0,1,7270.657404540602,11106.102377783815
906,5755,1,26,1,4,1,0,0,9281.67043549993,8427.454094620514
907,5757,1,36,1,10,2,0,0,3885.706300225196,11513.205961656337
908,5760,1,18,5,6,0,2,1,7410.3450872385265,10129.933170151586
909,5768,1,36,4,17,0,3,0,9801.644779611732,10459.333325752503
910,5771,1,36,4,1,0,0,0,8144.683888233093,8632.159633587491
911,5778,1,24,4,17,1,2,2,21992.709763114508,17417.835692379715
912,5797,1,67,4,2,1,2,1,9410.127446808023,12522.09546426946
913,5799,1,50,5,8,1,1,1,17020.9979493684,15479.16182490781
914,5799,2,50,5,8,1,1,1,12807.637369178181,15479.16182490781
915,5811,1,56,2,2,1,2,0,12177.085261463937,9463.996160851331
916,5815,1,51,5,12,1,3,0,5992.369849855062,16240.282355712054
917,5817,1,41,1,5,1,1,0,1750.4497312030683,8529.192754856387
918,5818,1,70,3,6,2,0,1,26943.98048826948,15728.820356331807
919,5847,1,24,5,3,1,0,0,9166.423451962846,14577.725616309404
920,5849,1,52,1,14,0,1,0,2517.8097672697713,7474.48126601463
921,5851,1,27,1,8,0,1,1,5472.976995270423,6955.235748188675
922,5866,1,50,1,9,0,0,0,4549.522142628674,7039.201363272482
923,5870,1,56,4,19,2,1,1,23178.73165947026,22009.95213885567
924,5875,1,58,4,7,1,1,1,14983.952159335617,13296.4186032912
925,5882,1,74,1,13,0,2,0,5046.267306289581,7385.323507265496
926,5887,1,74,2,1,0,2,2,11765.581512774237,8211.164240455717
927,5889,1,55,3,5,0,2,2,4204.836495244653,9520.950830962902
928,5904,1,62,4,2,1,2,0,2954.8970145171875,12522.09546426946
929,5904,2,62,4,2,1,2,0,11674.792845364016,12522.09546426946
930,5911,1,29,5,16,0,1,0,8519.60053385678,11421.467756055408
931,5916,1,18,2,8,0,2,0,2330.895654978912,7686.7242772582385
932,5921,1,26,4,2,1,0,0,15049.921329262756,12522.09546426946
933,5930,1,32,1,9,0,1,1,2377.7335843947194,7039.201363272482
934,5933,1,37,4,17,2,1,1,17363.803711515196,21488.001745620342
935,5933,2,37,4,17,2,1,1,28164.49208468897,21488.001745620342
936,5939,1,74,2,13,1,1,2,12422.202330882723,12547.164716093414
937,5949,1,71,2,16,0,2,0,8121.373367916776,8461.231420614573
938,5953,1,29,5,17,2,2,0,17037.765099148804,25725.80878864843
939,5954,1,55,5,13,0,2,1,10390.768593285009,11017.60800820932
940,5956,1,58,5,9,2,0,0,26574.288431625486,23370.971568751167
941,5959,1,52,2,2,0,1,1,4313.367983651029,7152.734427570845
942,5960,1,67,3,16,2,1,0,8184.801769902866,17734.195430821725
943,5969,1,28,4,19,0,0,2,16507.411133786383,12447.187839082164
944,5970,1,21,4,7,0,0,0,22080.23432065256,9276.59648104672
945,5979,1,29,3,14,0,0,2,20745.723646453673,10606.793807169623
946,5979,2,29,3,14,0,0,2,2150.5459315634425,10606.793807169623
947,5984,1,64,5,8,1,0,1,26483.16689468368,15479.16182490781
948,6000,1,23,5,10,0,2,1,6445.448057269698,10628.02862252103
949,6002,1,65,3,7,1,1,0,26751.973159401907,11559.351014081087
950,6026,1,61,4,19,0,4,0,5202.014376945847,10713.393857158993
951,6027,1,43,1,6,1,2,1,3989.609227480968,8632.15963358746
952,6027,2,43,1,6,1,2,1,7218.971041495595,8632.15963358746
953,6030,1,33,1,4,1,1,0,5808.434422613762,8427.454094620514
954,6030,2,33,1,4,1,1,0,5969.247855808737,8427.454094620514
955,6055,1,66,5,2,0,1,0,13942.738170595707,9655.181565308612
956,6056,1,67,4,9,0,0,0,16125.004701383192,9501.927958514374
957,6058,1,52,5,4,0,2,0,5058.730077204482,9889.708994821636
958,6065,1,39,1,14,0,0,1,15838.128193422748,7474.48126601463
959,6069,1,26,3,13,0,0,2,4578.629475238075,10480.27292502342
960,6071,1,25,4,16,2,4,0,13089.621809623937,21231.686690775234
961,6071,2,25,4,16,2,4,0,73525.74993061613,21231.686690775234
962,6080,1,54,5,19,1,0,1,18607.671302985927,17663.40033368609
963,6103,1,45,2,5,0,0,1,4440.956692320178,7414.923962738238
964,6106,1,54,5,2,0,0,0,9596.574311035278,9655.181565308612
965,6107,1,19,4,0,2,2,1,22204.792791637883,17522.656855560235
966,6120,1,33,5,11,1,1,1,16606.434323816764,16046.56360456979
967,6130,1,39,5,7,0,1,1,17822.866893104954,10252.224649575723
968,6140,1,43,5,12,2,1,1,12940.686411349507,24227.654314919044
969,6156,1,52,2,15,0,0,0,5016.051731373708,8360.303422687824
970,6163,1,30,4,8,0,4,0,4946.301521313745,9388.58623345996
971,6179,1,63,2,5,0,4,0,4036.5045680289295,7414.923962738238
972,6184,1,70,1,13,0,3,2,7550.259301943626,8580.521744367199
973,6191,1,69,1,9,2,1,0,5447.668779134046,11375.873135065982
974,6211,1,21,3,10,1,3,0,12086.640897320702,11983.06881038794
975,6223,1,56,4,6,0,1,1,11159.12006170698,9165.942574556786
976,6228,1,55,4,1,0,0,2,4400.889143464524,10029.138650998779
977,6230,1,43,1,2,0,2,0,3934.271925669907,6472.061751340123
978,6232,1,54,5,16,0,2,0,7414.911466761383,11421.467756055408
979,6233,1,26,2,11,0,1,2,7054.22554022145,9258.06182891497
980,6238,1,33,2,10,0,0,0,6182.356463927831,7873.437253490392
981,6248,1,43,1,18,0,0,1,11091.530821062304,7842.006408075048
982,6251,1,56,1,19,0,0,1,11694.148328741823,7936.677374722966
983,6258,1,57,4,11,2,1,1,11018.895461264156,19995.24951354483
984,6268,1,20,5,10,0,3,1,13365.430951449216,10628.02862252103
985,6281,1,18,1,6,1,1,2,18365.167126908185,10029.138650998744
986,6311,1,45,2,8,2,1,1,22499.43688312773,13456.936809554429
987,6336,1,28,5,6,2,0,1,21691.566746587592,22544.58087306582
988,6360,1,46,2,19,0,0,1,7318.142123417447,8771.385020692798
989,6363,1,61,5,3,1,0,1,5790.708929055359,14577.725616309404
990,6364,1,32,4,18,1,1,0,10392.044083049122,15172.653884675214
991,6369,1,19,3,2,0,0,2,3471.4149510532166,9184.292803818425
992,6380,1,34,5,15,2,1,0,40419.39741430867,25115.73949232187
993,6390,1,54,5,7,0,1,0,7623.095069376829,10252.224649575723
994,6391,1,61,1,16,0,1,0,6275.8581093643415,7656.038792033628
995,6395,1,50,4,9,0,1,0,5816.192729931423,9501.927958514374
996,6403,1,35,1,2,1,0,2,3783.2525250745157,9559.11090355181
997,6409,1,47,5,16,0,2,1,14528.883439953383,11421.467756055408
998,6411,1,66,5,6,2,1,1,25542.763261146254,22544.58087306582
999,6420,1,23,5,18,2,0,0,37401.802456044534,26036.378183658442
1000,6428,1,51,4,7,2,0,0,6249.6258675112795,19058.147892404617
1001,6437,1,64,1,7,0,0,1,12201.657207795744,6872.271699071312
1002,6439,1,22,4,12,0,1,0,7902.307678526039,9850.22917112949
1003,6448,1,57,5,4,1,0,1,19448.83567826219,14753.712130959919
1004,6462,1,43,2,9,2,0,2,3192.105209214963,15823.476964324125
1005,6463,1,31,3,14,0,1,0,9834.135231656765,9129.352034126798
1006,6468,1,23,4,13,2,3,1,16908.447938215755,20480.940480531146
1007,6476,1,34,3,13,0,0,0,6868.035063708356,9020.454501679225
1008,6485,1,58,1,19,1,2,1,8216.875552526191,10089.494368991673
1009,6488,1,35,2,3,1,0,0,5932.152311404841,9578.248256332583
1010,6493,1,34,3,3,2,3,2,6969.124786072445,17628.108836280007
1011,6495,1,34,4,1,0,1,0,3701.927832058078,8632.159633587491
1012,6503,1,47,1,11,1,1,1,7996.431544694396,9165.94257455677
1013,6504,1,49,1,0,1,1,2,16502.61835704432,9332.423373128657
1014,6524,1,57,1,3,2,1,0,16726.870643909046,10585.601419007568
1015,6525,1,34,4,17,1,2,0,14627.82267168829,14991.670112492284
1016,6531,1,21,3,1,2,1,1,9732.310995646063,14812.84516671128
1017,6536,1,61,1,8,0,0,0,18595.667288808592,6955.235748188675
1018,6537,1,37,4,2,0,3,0,10921.554997233034,8736.369558222243
1019,6541,1,71,5,14,1,1,0,19832.028770776415,16634.76397676574
1020,6548,1,58,4,4,1,0,1,5298.312647114649,12826.261143753285
1021,6550,1,58,2,12,1,0,0,10556.993550276624,10670.625874719184
1022,6554,1,45,3,10,0,2,2,4399.246158734972,10109.693550177806
1023,6566,1,33,2,19,1,4,2,36421.213347702804,13483.877614998699
1024,6566,2,33,2,19,1,4,2,7298.737300847966,13483.877614998699
1025,6573,1,19,1,3,1,1,1,5126.970409562999,8326.929002336978
1026,6574,1,53,3,18,0,1,1,5761.195289111888,9578.2482563326
1027,6589,1,31,3,5,2,0,1,10898.81387073242,15541.202470778391
1028,6593,1,39,5,15,0,0,1,14026.78047881807,11285.229209122972
1029,6597,1,67,5,16,1,1,1,14671.567000736368,17038.82768179685
1030,6611,1,37,5,13,0,1,0,9694.196158509916,11017.60800820932
1031,6619,1,36,1,11,1,0,0,11701.942390026434,9165.94257455677
1032,6622,1,71,5,11,0,0,0,4013.6145811763095,10756.333254129051
1033,6629,1,42,5,9,1,0,2,23611.26277332723,18201.330958882918
1034,6633,1,28,2,15,1,0,1,10240.02070413873,11061.766698744965
1035,6637,1,23,4,8,0,0,0,5483.342952003602,9388.58623345996
1036,6646,1,58,1,15,0,0,1,6991.655751997457,7564.715362982049
1037,6650,1,52,5,13,2,1,1,22433.68517025585,24520.137556356232
1038,6655,1,23,1,8,0,2,1,1412.1425227093898,6955.235748188675
1039,6657,1,68,4,19,0,0,1,19616.818068221964,10713.393857158993
1040,6675,1,50,2,18,0,0,1,14484.125050986895,8666.75742156741
1041,6687,1,28,5,16,1,4,0,7141.358939724662,17038.82768179685
1042,6694,1,63,4,16,2,0,1,12043.803274223574,21231.686690775234
1043,6700,1,40,1,14,0,0,1,13527.607525174717,7474.48126601463
1044,6713,1,50,1,6,1,2,1,10694.216330904996,8632.15963358746
1045,6717,1,50,3,8,0,1,0,9043.978182768062,8495.144126491869
1046,6723,1,28,4,17,0,3,0,11426.957378445068,10459.333325752503
1047,6724,1,37,5,0,2,0,1,22152.136134828226,20978.42903550213
1048,6732,1,36,5,4,2,2,2,12238.565250500928,25571.91607573314
1049,6733,1,51,5,17,2,0,0,16211.055403684639,25725.80878864843
1050,6748,1,27,3,13,1,1,0,18482.183225683013,12422.318341191714
1051,6748,2,27,3,13,1,1,0,15320.401120896388,12422.318341191714
1052,6749,1,38,2,7,1,1,1,10099.086216185435,10049.216999956923
1053,6749,2,38,2,7,1,1,1,6048.897167824012,10049.216999956923
1054,6751,1,59,3,13,2,2,0,25338.344253929747,17107.119485074934
1055,6752,1,42,3,18,0,0,0,4838.485381330384,9578.2482563326
1056,6759,1,34,2,8,0,1,1,14920.085109056268,7686.7242772582385
1057,6761,1,19,4,3,0,1,0,5100.287141952365,8841.837535169914
1058,6765,1,45,2,12,1,2,2,6598.850824384098,12397.498532591191
1059,6780,1,33,3,19,0,2,0,8472.683296028887,9693.879636114058
1060,6781,1,68,1,14,1,2,0,9181.451808768074,9501.927958514341
1061,6782,1,25,4,15,0,2,0,9259.259307265593,10211.297659526826
1062,6810,1,68,5,1,0,4,0,3961.8234510156635,9540.01178722743
1063,6819,1,59,4,7,0,2,1,10055.258898872911,9276.59648104672
1064,6846,1,55,4,19,1,0,2,26282.098513785633,17840.920458314216
1065,6847,1,24,4,3,0,0,1,7269.215996939892,8841.837535169914
1066,6848,1,40,5,10,0,1,1,3903.444255732854,10628.02862252103
1067,6860,1,64,3,19,2,3,1,14069.728367560614,18384.25737617396
1068,6862,1,50,1,19,2,1,0,5913.07697801593,12826.261143753285
1069,6869,1,60,5,11,0,1,0,3195.7176878494406,10756.333254129051
1070,6869,2,60,5,11,0,1,0,6839.592586143043,10756.333254129051
1071,6870,1,22,4,16,0,1,1,21704.448580089826,10334.571394570143
1072,6877,1,43,3,6,1,4,0,9382.5011280589,11421.467756055386
1073,6886,1,20,2,7,0,1,2,6527.783562876169,8824.171531991415
1074,6903,1,64,3,11,1,2,2,17899.14730099956,14090.41418314892
1075,6915,1,29,2,1,0,2,1,8502.434507619004,7067.414557496434
1076,6918,1,19,4,11,1,3,1,5355.077757849592,13950.21221948351
1077,6921,1,32,1,5,0,1,1,16122.815767684326,6709.300653377035
1078,6923,1,44,3,2,2,3,1,14368.262858837512,14991.670112492284
1079,6927,1,40,2,13,0,1,1,11552.679654039388,8162.044760810268
1080,6936,1,35,3,14,2,1,1,10729.303669683375,17313.641573165245
1081,6947,1,44,4,18,2,1,0,6378.206290724935,21747.411109848224
1082,6949,1,39,1,5,0,1,0,5408.441052291492,6709.300653377035
1083,6961,1,34,1,7,0,4,1,3221.919265784124,6872.271699071312
1084,6972,1,60,5,17,0,2,2,21985.209624022147,13430.049831875338
1085,6972,2,60,5,17,0,2,2,5295.705073032246,13430.049831875338
1086,6975,1,35,4,18,2,0,0,18969.908558416024,21747.411109848224
1087,6976,1,60,1,2,1,1,1,9834.650177326292,8227.60300221878
1088,6985,1,72,5,10,0,0,0,11543.029237002025,10628.02862252103
1089,6996,1,61,5,8,0,1,1,6771.464258997864,10375.992467065327
1090,6998,1,40,3,1,0,3,1,2522.3690103814065,7810.701034929542
1091,7001,1,69,5,18,0,0,0,4390.279642452246,11698.898838627467
1092,7002,1,41,1,16,0,0,0,4339.521889743144,7656.038792033628
1093,7008,1,54,3,4,2,1,2,7061.593154359166,17840.920458314245
1094,7011,1,19,2,3,0,1,0,5969.980288370483,7239.084303762823
1095,7014,1,46,3,2,0,0,1,4467.623704236422,7904.994074069774
1096,7038,1,48,3,8,2,0,1,6801.945836297325,16110.878402831602
1097,7038,2,48,3,8,2,0,1,6333.0001791397635,16110.878402831602
1098,7039,1,64,1,19,0,1,0,2842.4756320092697,7936.677374722966
1099,7044,1,67,2,16,0,3,1,7051.298971035021,8461.231420614573
1100,7054,1,24,5,14,0,4,1,6401.964686095044,11150.61575469762
1101,7067,1,18,5,19,2,2,1,22974.857820020534,26350.696862118024
1102,7080,1,35,2,18,2,2,1,12499.482426732528,15172.653884675214
1103,7084,1,49,1,19,0,2,0,6100.822930026074,7936.677374722966
1104,7085,1,48,2,9,0,2,1,9547.266694300926,7779.520633167196
1105,7093,1,42,5,2,2,3,0,8214.659670323117,21488.001745620302
1106,7096,1,74,3,5,1,0,0,13890.750313448485,11285.229209122972
1107,7099,1,31,4,5,2,0,0,19848.959477987668,18606.19744180746
1108,7105,1,34,2,1,0,1,1,5449.193251857534,7067.414557496434
1109,7107,1,26,3,6,1,0,1,6295.6381494147245,11421.467756055386
1110,7108,1,47,4,19,0,1,1,9411.976392183025,10713.393857158993
1111,7121,1,47,5,2,1,0,0,15846.949904606901,14403.838319338069
1112,7122,1,58,2,0,2,0,1,4865.6416588174625,12225.142857990617
1113,7123,1,52,3,12,2,2,2,23609.624754905075,19638.55490448502
1114,7129,1,34,3,5,1,1,0,25244.190805647253,11285.229209122972
1115,7147,1,68,3,3,2,2,0,12585.008578357581,15172.653884675241
1116,7147,2,68,3,3,2,2,0,26709.649138693003,15172.653884675241
1117,7149,1,34,3,7,1,1,1,12903.12115884365,11559.351014081087
1118,7153,1,26,4,16,0,1,1,10269.351783412443,10334.571394570143
1119,7165,1,53,2,19,0,1,0,5128.686931069129,8771.385020692798
1120,7165,2,53,2,19,0,1,0,6250.566104400117,8771.385020692798
1121,7185,1,31,2,10,2,0,1,6908.786812610817,13783.8100824925
1122,7188,1,22,3,2,0,1,1,11416.164610342612,7904.994074069774
1123,7205,1,18,2,19,0,1,1,5006.545273409239,8771.385020692798
1124,7218,1,29,2,7,0,0,2,19992.494794862774,8824.171531991415
1125,7223,1,40,1,4,0,0,1,7252.414856150392,6629.270188687913
1126,7241,1,46,1,6,0,0,1,7249.77843517488,6790.297268953957
1127,7256,1,56,5,6,2,0,1,9358.653111553318,22544.58087306582
1128,7267,1,62,5,17,1,1,1,21375.848443198534,17244.525331510835
1129,7276,1,30,2,5,2,1,0,9885.464679383826,12981.10347335243
1130,7291,1,56,5,3,0,0,2,7156.320705312598,11353.144125381861
1131,7299,1,42,1,19,0,1,1,4756.3902721766535,7936.677374722966
1132,7304,1,29,5,5,0,2,1,4347.41580596997,10009.100418608576
1133,7305,1,69,5,0,1,0,0,12154.330675758092,14062.26151683315
1134,7319,1,48,5,7,0,4,1,8039.841596056979,10252.224649575723
1135,7340,1,50,5,14,0,0,1,4654.167535591465,11150.61575469762
1136,7353,1,39,1,13,0,2,0,8426.345877342836,7385.323507265496
1137,7354,1,36,4,9,2,2,1,54104.12166542849,19521.07636311762
1138,7357,1,34,5,4,1,0,0,5795.226844288776,14753.712130959919
1139,7357,2,34,5,4,1,0,0,11916.97527264869,14753.712130959919
1140,7367,1,59,2,6,0,2,1,16059.790094859527,7504.439066736405
1141,7373,1,51,3,19,0,0,1,5434.073261420357,9693.879636114058
1142,7380,1,39,5,6,1,0,0,16544.71843357734,15112.084488687642
1143,7385,1,53,1,2,2,4,0,11157.615750104347,10459.333325752485
1144,7395,1,51,3,13,1,2,1,15337.245463720572,12422.318341191714
1145,7407,1,74,4,12,1,2,2,38636.43623233913,16403.499906881054
1146,7409,1,48,2,15,0,0,1,2685.395190482615,8360.303422687824
1147,7410,1,21,3,2,0,0,0,7547.587743628866,7904.994074069774
1148,7411,1,22,1,0,0,3,1,4123.499572330915,6318.581400504115
1149,7418,1,43,1,18,0,1,1,6595.382075015537,7842.006408075048
1150,7418,2,43,1,18,0,1,1,6910.3156589071905,7842.006408075048
1151,7421,1,58,4,14,1,0,1,10574.740762091065,14461.5690571167
1152,7433,1,39,2,2,2,1,1,5919.408082704259,12522.09546426946
1153,7435,1,41,3,18,0,1,1,4700.638419429494,9578.2482563326
1154,7438,1,71,3,12,0,4,1,24663.6684157545,8912.8559302673
1155,7441,1,27,3,12,0,2,0,3583.6429699914647,8912.8559302673
1156,7455,1,52,4,15,0,1,0,17234.246656332252,10211.297659526826
1157,7456,1,32,2,13,2,1,0,6951.622312259696,14289.067308936412
1158,7476,1,59,2,7,0,2,0,6880.59887234092,7595.03482292793
1159,7488,1,47,4,14,1,3,0,36698.765906683315,14461.5690571167
1160,7489,1,18,5,16,1,0,1,22678.19151403192,17038.82768179685
1161,7493,1,29,4,4,1,2,0,4999.217899618739,12826.261143753285
1162,7505,1,61,5,11,0,1,0,7682.000821114508,10756.333254129051
1163,7507,1,27,2,15,0,4,1,7085.264437167144,8360.303422687824
1164,7508,1,60,5,1,2,1,1,32170.76817962691,21231.686690775234
1165,7529,1,63,5,5,0,0,1,8830.729943789058,10009.100418608576
1166,7530,1,21,2,13,0,0,1,6429.307600400011,8162.044760810268
1167,7539,1,34,4,13,1,1,1,31633.863166320512,14289.067308936412
1168,7548,1,64,4,10,0,4,2,22906.698133537597,11172.939302313456
1169,7571,1,57,1,10,0,0,0,8993.57061262883,7124.180635516386
1170,7573,1,29,2,15,0,2,1,5093.075231510044,8360.303422687824
1171,7581,1,18,5,18,0,1,0,2339.7635370620437,11698.898838627467
1172,7596,1,62,4,7,0,2,0,3946.224413235261,9276.59648104672
1173,7599,1,18,2,6,1,0,1,3651.549347361478,9929.347054068665
1174,7620,1,63,5,19,1,1,0,14681.562666111415,17663.40033368609
1175,7640,1,65,5,16,2,2,2,42525.30181670535,29532.59950039698
1176,7640,2,65,5,16,2,2,2,75259.7718414204,29532.59950039698
1177,7648,1,19,4,16,0,4,1,17898.73613025275,10334.571394570143
1178,7649,1,49,5,2,0,0,1,5617.613532493218,9655.181565308612
1179,7653,1,34,1,2,1,0,0,8132.951640246272,8227.60300221878
1180,7655,1,25,3,13,2,0,0,18347.99365759928,17107.119485074934
1181,7664,1,53,3,0,0,0,1,2813.8000591439304,7717.532750235283
1182,7665,1,62,3,19,0,3,1,5153.8630911479495,9693.879636114058
1183,7666,1,41,1,8,2,2,0,7624.271027369253,11240.178453864659
1184,7668,1,44,3,16,2,0,0,49191.14127998318,17734.195430821725
1185,7669,1,34,5,7,0,0,2,12664.396027542187,11911.385662020051
1186,7670,1,34,2,14,1,0,2,5297.4113428786895,12698.637712996335
1187,7677,1,61,5,2,0,1,1,6570.462917701729,9655.181565308612
1188,7680,1,34,4,10,1,0,1,15166.445646188036,13783.8100824925
