policy_id,edad,zona,anios_vehiculo,cobertura,historial_siniestros,tipo_uso,numero_siniestros,tuvo_siniestro,severidad_promedio,costo_siniestros,lambda_real,prob_siniestro_real,severidad_esperada_real,prima_pura_real
5426,32,3,13,1,0,1,0,0,,0.0,0.13987585496757593,0.13053383139532537,12422.318341191714,1737.5823986535906
5427,65,2,8,1,2,2,0,0,,0.0,0.17334005118313878,0.1591483663696064,11816.47472665645,2048.2683339228947
5428,25,2,10,2,1,1,0,0,,0.0,0.15842087843278124,0.14650950937529128,13783.8100824925,2183.643301419089
5429,19,2,13,1,2,1,0,0,,0.0,0.17631202223254738,0.16164364329955494,10799.444752660644,1904.0719433302706
5430,67,2,3,0,0,1,0,0,,0.0,0.06332342215661033,0.06136015233172465,7239.084303762823,458.4035913944648
5431,72,4,16,0,1,1,0,0,,0.0,0.12847769107887502,0.12056681859494545,10334.571394570143,1327.7618710641614
5432,30,1,5,2,1,0,1,1,7055.952141328413,7055.952141328413,0.1182445903766355,0.11152128730689592,10842.729042538685,1282.0940541998361
5433,36,1,0,1,1,0,0,0,,0.0,0.10561023395003981,0.10022471840367642,8032.491236627475,848.3132787018722
5434,46,3,10,2,0,0,0,0,,0.0,0.139736049027229,0.13041226636246495,16502.216760733514,2305.9545703358185
5435,47,2,17,0,0,0,0,0,,0.0,0.1097555125546359,0.10394681772823655,8563.37785048697,939.8779251792137
5436,74,5,14,1,0,2,0,0,,0.0,0.1369690898696176,0.128002820737951,19326.838407909352,2647.179466788513
5437,41,4,6,2,4,1,0,0,,0.0,0.5883107407568761,0.4447355214172184,18830.81683202421,11078.371799505214
5438,18,4,7,1,0,2,0,0,,0.0,0.14413570894196312,0.13422975267781223,15448.234438953094,2226.6422227601543
5439,42,3,11,0,1,0,0,0,,0.0,0.16579552947565157,0.1527805521150042,8806.540825510823,1460.0850990145086
5440,49,3,4,0,3,0,0,0,,0.0,0.26171477847129004,0.2302694638785382,8097.008893052415,2119.106888725278
5441,47,3,16,2,1,2,1,1,13797.956710057588,13797.956710057588,0.2767889435108767,0.2417854936838708,20604.195518764143,5703.013509530267
5442,47,1,5,1,0,0,0,0,,0.0,0.08295143192393363,0.07960415200984294,8529.192754856387,707.5087521705775
5443,70,3,4,0,0,1,0,0,,0.0,0.0706512130604296,0.06821316946588418,8097.008893052415,572.0635004552394
5444,64,5,1,1,1,0,0,0,,0.0,0.1664600397280455,0.15334335111059016,14232.025199974694,2369.063480198332
5445,32,2,13,0,2,1,0,0,,0.0,0.1869339374897327,0.17050146666925303,8162.044760810268,1525.7631651057068
5446,38,1,0,0,4,0,0,0,,0.0,0.24123107196915194,0.2143399386056074,6318.581400504115,1524.238164567953
5447,56,3,16,0,0,1,0,0,,0.0,0.11671735921274944,0.11016333824129976,9351.106897171137,1091.4365027539425
5448,41,2,19,0,3,0,1,1,8855.85566402453,8855.85566402453,0.28493334592888403,0.24793561919848128,8771.385020692798,2499.260082376493
5449,42,4,2,2,0,0,1,1,11920.32914573612,11920.32914573612,0.15076996716098734,0.13995448538234245,17948.28776087006,2706.0627563023295
5450,27,5,1,0,1,1,0,0,,0.0,0.18834121270637166,0.17166797840340542,9540.01178722743,1796.7773892394941
5451,32,5,18,2,0,0,0,0,,0.0,0.22268434579109508,0.19963255122071077,26036.378183658442,5797.89384259752
5452,60,2,2,0,0,0,0,0,,0.0,0.07353454376305707,0.07089594951299916,7152.734427570845,525.9730627897333
5453,66,5,8,0,1,1,0,0,,0.0,0.16235012670339277,0.14985650551398078,10375.992467065327,1684.543691701505
5454,62,1,17,0,0,0,0,0,,0.0,0.07375547863094699,0.07110119831950568,7748.464703900959,571.4917228912142
5455,35,2,2,0,3,0,0,0,,0.0,0.21816579014027454,0.19600786335257836,7152.734427570845,1560.4819580545377
5456,25,2,13,1,0,0,0,0,,0.0,0.102540237137004,0.09745816667710339,10799.444752660644,1107.3776258857959
5457,27,5,7,2,2,1,3,1,11899.10162822197,35697.30488466591,0.3607752827250457,0.3028643607126015,22816.745565730133,8231.717832341721
5458,40,4,8,1,0,0,0,0,,0.0,0.1525901057568839,0.14151846365733922,13456.936809554429,2053.395410933614
5459,47,2,18,1,0,1,0,0,,0.0,0.12688171556820776,0.11916214415931325,11467.245120772568,1454.9837337647832
5460,68,1,12,2,0,1,0,0,,0.0,0.0763826273021582,0.07353835078934345,11792.865394405178,900.7700422453696
5461,69,4,6,1,1,0,1,1,7943.925246749922,7943.925246749922,0.13126986980212316,0.1230189282552655,13137.815104283169,1724.5992782236185
5462,18,4,18,1,2,1,0,0,,0.0,0.26660156527652024,0.23402179701266068,15172.653884675214,4045.0532750532875
5463,58,5,11,1,0,1,0,0,,0.0,0.1708447550574091,0.1570475725846484,16046.56360456979,2741.4712285358614
5464,35,3,1,0,0,1,0,0,,0.0,0.10461168733383279,0.09932580211067243,7810.701034929542,817.0906145240934
5465,29,1,7,0,0,0,0,0,,0.0,0.07611575540485255,0.07329107121672096,6872.271699071312,523.0881517222024
5466,49,2,4,1,1,1,0,0,,0.0,0.1366270948168818,0.1277045510161664,9693.87963611404,1324.4466121867924
5467,19,4,12,1,1,0,0,0,,0.0,0.17543266235308225,0.1609061021202436,14118.62321114021,2476.8676586903503
5468,37,2,17,0,2,0,0,0,,0.0,0.204027600035031,0.18456013529212734,8563.37785048697,1747.165431027999
5469,49,1,0,2,0,0,0,0,,0.0,0.08204396638350181,0.07876854540948075,10211.297659526826,837.7753619101496
5470,33,5,15,0,0,2,0,0,,0.0,0.20199749149492424,0.18290302236841838,13111.565732196494,2648.5033874745013
5471,51,3,18,1,0,0,0,0,,0.0,0.13938714521614548,0.13010881095283122,13190.471607498073,1838.582181423778
5472,44,2,19,2,3,1,0,0,,0.0,0.3667774566511966,0.3070361576199575,15355.822545236037,5632.169537928778
5473,63,3,13,0,1,0,0,0,,0.0,0.13140120532874403,0.1231340994629585,9020.454501679225,1185.2985941337452
5474,28,4,6,2,0,0,0,0,,0.0,0.14926978092210305,0.13866328866088173,18830.81683202421,2810.871903100505
5475,21,1,2,2,2,0,0,0,,0.0,0.13392169707726387,0.12534144975713368,10459.333325752485,1400.731669281555
5476,48,3,18,1,1,0,0,0,,0.0,0.19359246990788398,0.17600636194366037,13190.471607498073,2553.5759777453686
5477,32,2,8,2,0,1,0,0,,0.0,0.12344000875525783,0.11612533560508675,13456.936809554429,1661.12439759035
5478,58,1,6,1,0,1,0,0,,0.0,0.07715028546887258,0.07424928372885653,8632.15963358746,665.9735799441511
5479,23,1,14,0,2,0,0,0,,0.0,0.14163527663099035,0.13206224405252953,7474.48126601463,1058.650221785137
5480,50,3,14,1,1,0,1,1,7697.861233949854,7697.861233949854,0.17906614791149328,0.1639494054328271,12572.28415659294,2251.270494369795
5481,74,3,16,0,0,0,0,0,,0.0,0.074422274017,0.07172037729879166,9351.106897171137,695.930639863529
5482,23,3,17,0,0,1,0,0,,0.0,0.11654241441533052,0.11000765232894927,9463.996160851364,1102.9569626030366
5483,35,4,17,0,0,0,0,0,,0.0,0.15921496639049024,0.14718698687195453,10459.333325752503,1665.2824039266193
5484,66,3,3,0,1,1,1,1,7295.425027771858,7295.425027771858,0.1050835007107483,0.09975065201266453,8000.425446016581,840.7127130427722
5485,48,3,3,2,0,0,0,0,,0.0,0.12405875437402819,0.11667206002211183,15172.653884675241,1882.3005414810705
5486,27,5,4,2,0,0,1,1,12345.767867467383,12345.767867467383,0.17127240128009855,0.15740798093701158,22009.95213885567,3769.697354881852
5487,30,4,12,2,0,1,0,0,,0.0,0.18451952399298924,0.16849629453159198,20236.63794162165,3734.0548002064925
5488,61,5,11,0,4,1,1,1,12117.725345044902,12117.725345044902,0.4697756681647089,0.3748575080836698,10756.333254129051,5053.0636414607525
5489,67,2,17,1,0,0,0,0,,0.0,0.08462716200593527,0.08114519547261201,11330.46052828938,958.8647187294004
5490,38,4,16,1,0,0,0,0,,0.0,0.17170111795585358,0.1577691367641475,14812.845166711255,2543.382075231285
5491,45,4,16,0,0,0,1,1,26220.043156384036,26220.043156384036,0.1568445643547723,0.1451630793799914,10334.571394570143,1620.9213481746456
5492,62,3,1,1,1,0,0,0,,0.0,0.12160222644951106,0.11449947285307027,10756.333254129051,1307.9940721350072
5493,28,1,13,0,2,1,1,1,12622.62297049051,12622.62297049051,0.1500179988126534,0.13930751515714368,7385.323507265496,1107.9314531440164
5494,29,3,17,2,4,1,1,1,8607.890438020208,8607.890438020208,0.5458014576743179,0.42062274913087927,17948.28776087009,9796.201622641014
5495,62,5,19,0,0,0,0,0,,0.0,0.15614034948699052,0.14456087849644106,11840.131324822405,1848.7222430296345
5496,28,4,6,2,0,0,0,0,,0.0,0.14926978092210305,0.13866328866088173,18830.81683202421,2810.871903100505
5497,61,1,15,2,0,1,0,0,,0.0,0.09484607164106748,0.09048707647444176,12225.142857990617,1159.5067753312626
5498,46,2,8,1,1,1,0,0,,0.0,0.14837684372696586,0.1378938255838158,10170.534050458307,1509.0717414246374
5499,74,3,3,0,1,1,0,0,,0.0,0.08266160939748157,0.07933736190081819,8000.425446016581,661.3280432322949
5500,19,5,6,0,0,1,0,0,,0.0,0.13126986980212316,0.1230189282552655,10129.933170151586,1329.7550083500073
5501,71,3,5,2,1,0,0,0,,0.0,0.11019541382085207,0.10434090597140122,15541.202470778391,1712.5692375410736
5502,30,5,18,0,0,1,0,0,,0.0,0.18637397603940997,0.1700368493957477,11698.898838627467,2180.3702918378367
5503,19,4,3,0,1,0,0,0,,0.0,0.14149371214839765,0.13193936619582125,8841.837535169914,1251.0644150642297
5504,59,2,2,2,0,1,0,0,,0.0,0.09724711137592967,0.09266823357290388,12522.09546426946,1217.737612273836
5505,48,1,11,1,0,0,0,0,,0.0,0.09008514502926213,0.0861466281135268,9165.94257455677,825.7152661588349
5506,65,5,11,1,0,1,0,0,,0.0,0.1469739380644604,0.13668352317850174,16046.56360456979,2358.426645365465
5507,24,3,11,0,0,0,0,0,,0.0,0.10828376975109819,0.10262708699174838,8806.540825510823,953.6054390532602
5508,22,5,2,0,0,0,0,0,,0.0,0.13107311260221188,0.12284635893864282,9655.181565308612,1265.5347005044962
5509,50,5,9,2,1,0,1,1,17042.515692054018,17042.515692054018,0.2579472944518257,0.22736404676474165,23370.971568751167,6028.478884869904
5510,68,3,18,0,1,1,0,0,,0.0,0.12468060146811931,0.11722118418138994,9578.2482563326,1194.2217536105136
5511,41,1,1,0,1,1,0,0,,0.0,0.09970893372106387,0.09489917597128905,6394.86114039483,637.624785603035
5512,63,5,15,0,0,0,0,0,,0.0,0.14377581971857972,0.13391811522175756,11285.229209122972,1622.5430802537144
5513,69,3,2,1,2,0,0,0,,0.0,0.1393871452161455,0.13010881095283133,10886.18681631268,1517.3945026154643
5514,67,1,4,0,2,0,0,0,,0.0,0.0978323479983437,0.09319908200017502,6629.270188687913,648.5570680747616
5515,46,3,17,2,1,1,0,0,,0.0,0.23154060992452596,0.20668952142969532,17948.28776087009,4155.757495252766
5516,57,1,5,0,1,1,0,0,,0.0,0.09167551017506333,0.08759883358997689,6709.300653377035,615.0785603162254
5517,47,2,10,0,2,1,0,0,,0.0,0.18005372507268355,0.16477466233611304,7873.437253490392,1417.6417066169838
5518,56,2,7,2,1,1,0,0,,0.0,0.14912058575119935,0.13853477179621854,13296.4186032912,1982.7697305159277
5519,50,3,12,2,0,1,0,0,,0.0,0.15412366181513149,0.14283398424818583,16903.060851751692,2605.1616343559663
5520,47,3,8,1,1,0,0,0,,0.0,0.16788098050881486,0.15454554574433943,11698.898838627467,1964.0226079022145
5521,42,5,8,2,0,1,0,0,,0.0,0.21827490031061414,0.1960955822859587,23092.195909183436,5040.446760030186
5522,55,2,16,0,2,0,1,1,3616.0360137012217,3616.0360137012217,0.18041419287047078,0.16507567991740502,8461.231420614573,1526.5262374404451
5523,60,4,11,0,1,1,0,0,,0.0,0.16283790839019696,0.15027108882045437,9732.732809200465,1584.8578535708496
5524,70,5,11,0,4,1,1,1,10293.71787417901,10293.71787417901,0.373439226936661,0.3116371810576235,10756.333254129051,4016.836775095052
5525,52,4,16,0,0,2,0,0,,0.0,0.1633271556192758,0.15068671465553263,12007.058930131783,1961.0787824114489
5526,23,2,8,1,1,0,0,0,,0.0,0.12436928926684238,0.11694632158317642,10170.534050458307,1264.9020913197194
5527,51,4,16,2,1,1,0,0,,0.0,0.26171477847129,0.23026946387853808,21231.686690775234,5556.6461788480765
5528,35,2,14,0,2,1,0,0,,0.0,0.19349569786795606,0.17592661854001435,8260.579322900616,1598.3865608782626
5529,19,3,17,0,2,2,1,1,10863.365070141013,10863.365070141013,0.21751227353489924,0.19548226941721192,10995.594812726127,2391.6768265846044
5530,22,4,9,2,0,0,0,0,,0.0,0.14270153467530902,0.13298719646017176,19521.07636311762,2785.6875555307843
5531,51,2,11,1,4,1,0,0,,0.0,0.3658616582345678,0.3064012517518043,10543.343585342616,3857.4051674702428
5532,71,1,2,0,4,0,0,0,,0.0,0.15404661924647114,0.14276794343261956,6472.061751340123,996.9992323483411
5533,46,5,2,0,3,1,0,0,,0.0,0.3723205880531552,0.310866720789331,9655.181565308612,3594.8228781556863
5534,43,4,2,0,1,1,0,0,,0.0,0.17299371752987022,0.1588571007168369,8736.369558222243,1511.3370475916558
5535,23,1,12,0,2,1,0,0,,0.0,0.13744932159945197,0.12842148091676175,7297.229247863296,1002.9992096744893
5536,56,2,6,0,0,0,0,0,,0.0,0.083910879641545,0.0804868002103859,7504.439066736405,629.7040833062268
5537,21,2,5,1,0,1,0,0,,0.0,0.08932266642134812,0.0854495687540393,9810.906951314202,876.3363689031239
5538,65,5,12,0,0,1,1,1,10297.7421485423,10297.7421485423,0.13100759242731955,0.12278888579586844,10886.1868163127,1426.1731255191535
5539,64,5,7,1,1,0,0,0,,0.0,0.18213629473497503,0.16651226731578783,15294.521938003658,2785.6875555307756
5540,74,4,2,0,3,1,0,0,,0.0,0.17763933359513492,0.16275566505488614,8736.369558222243,1551.9228663634224
5541,34,3,11,0,1,1,0,0,,0.0,0.16316391010002,0.15054805674992267,8806.540825510823,1436.9096355458037
5542,27,1,11,0,0,0,0,0,,0.0,0.07890584285051355,0.07587306649341741,7210.185802082461,568.9257878221227
5543,35,2,2,2,2,1,0,0,,0.0,0.20961138715109787,0.1891006893615872,12522.09546426946,2624.773800303992
5544,63,1,5,1,1,0,0,0,,0.0,0.08808086200510219,0.08431317054351473,8529.192754856387,751.2586500554229
5545,30,4,4,0,0,1,0,0,,0.0,0.12618578170503877,0.1185489259125505,8948.578752001418,1129.1834049703994
5546,68,1,13,0,1,0,0,0,,0.0,0.08070134800035135,0.0775308524346654,7385.323507265496,596.0055624550082
5547,26,4,4,1,1,1,0,0,,0.0,0.18488893232617234,0.16880340220190593,12826.261143753285,2371.433728605215
5548,20,5,0,0,1,0,0,0,,0.0,0.16529888822158656,0.15235968348422668,9426.215787328809,1558.1429897822193
5549,30,2,5,1,2,1,1,1,4735.487340662282,4735.487340662282,0.1854444319559709,0.16926500338276007,9810.906951314202,1819.3780665593486
5550,60,4,9,2,0,1,0,0,,0.0,0.1518290594294306,0.14086487076122878,19521.07636311762,2963.866663262238
5551,52,5,15,0,0,1,0,0,,0.0,0.1742960480461116,0.15995183377622968,11285.229209122972,1966.9708524446794
5552,38,3,1,1,1,0,0,0,,0.0,0.154586727051132,0.14323081614494249,10756.333254129051,1662.786352827062
5553,55,3,17,1,2,1,1,1,7838.2209222526935,7838.2209222526935,0.2496987719026136,0.2209645849133639,13033.131874677301,3254.3570231517306
5554,54,2,6,1,0,1,0,0,,0.0,0.09847032945383845,0.0937774196657154,9929.347054068665,977.7460756756417
5555,49,3,6,0,2,0,0,0,,0.0,0.19978769524989495,0.1810954080413255,8293.687813027842,1656.9767732869743
5556,47,5,0,1,1,0,0,0,,0.0,0.21341855382695518,0.19218204884804801,14062.26151683315,3001.147516458976
5557,23,4,5,0,0,0,0,0,,0.0,0.11654241441533052,0.11000765232894927,9056.60857963643,1055.4790302854267
5558,32,2,9,1,0,1,0,0,,0.0,0.11003024460799965,0.10419295844600462,10293.315675437725,1132.57604159577
5559,48,3,12,1,0,0,1,1,17848.66345565934,17848.66345565934,0.13107311260221194,0.12284635893864282,12274.141361097467,1608.8099127185951
5560,25,4,15,0,0,1,1,1,10919.192778177763,10919.192778177763,0.1398059345216602,0.13047303580770542,10211.297659526826,1427.6000119689895
5561,45,1,10,2,0,1,0,0,,0.0,0.10833792517370117,0.1026756832851965,11513.205961656337,1247.3168459833344
5562,24,4,2,2,1,0,1,1,9571.586709578443,9571.586709578443,0.17942463857848634,0.1642490680517782,17948.28776087006,3220.36504459678
5563,62,2,7,1,1,0,1,1,4263.444496108602,4263.444496108602,0.1111360669506219,0.10518301437336064,10049.216999956923,1116.8304533085404
5564,23,2,14,2,1,0,0,0,,0.0,0.14741552192325405,0.1370646656403237,14461.5690571167,2131.859750384039
5565,23,3,12,2,0,0,0,0,,0.0,0.12688171556820782,0.11916214415931325,16903.060851751692,2144.6893592240667
5566,54,3,11,0,0,0,0,0,,0.0,0.11158150149359783,0.10558150801039601,8806.540825510823,982.6470482751662
5567,30,5,10,1,2,1,0,0,,0.0,0.34300851741870675,0.2903678326998287,15855.155586315179,5438.453411104896
5568,38,2,10,1,3,2,1,1,9996.467143505342,9996.467143505342,0.32890050183176855,0.2802853765286678,12103.50065411342,3980.847439059043
5569,35,2,19,1,1,0,0,0,,0.0,0.16737809227680248,0.1541202697244014,11605.68101636866,1942.5367480928885
5570,30,2,11,2,0,0,2,1,8560.664489265155,17121.32897853031,0.11474993459727881,0.10841092838732891,13950.21221948351,1600.7859398038925
5571,61,5,11,0,2,1,0,0,,0.0,0.2578183530426384,0.2272644155729876,10756.333254129051,2773.180124357315
5572,57,5,6,0,2,2,0,0,,0.0,0.2852184217889867,0.24814998404211797,11769.303233631188,3356.8220938523054
5573,31,3,9,0,0,2,0,0,,0.0,0.12675489727235567,0.1190504307200092,9989.10222263341,1266.1676260729575
5574,57,4,14,1,0,2,0,0,,0.0,0.17648842244018367,0.16179151649213575,16801.946134137957,2965.3489671389507
5575,58,5,17,0,0,0,0,0,,0.0,0.16414583639372407,0.1513817465702747,11559.351014081107,1897.4193403749857
5576,48,5,15,0,1,2,0,0,,0.0,0.2706307319591961,0.23710184169425386,13111.565732196494,3548.39263123545
5577,50,4,13,0,1,0,0,0,,0.0,0.1949523712991825,0.17712615046491864,9969.143983080436,1943.5082593245081
5578,71,3,15,1,0,0,0,0,,0.0,0.08755395912242728,0.08383056538158651,12724.060402637748,1114.041864363841
5579,43,5,0,0,0,1,1,1,6839.379936708318,6839.379936708318,0.14889707254938267,0.13834220142460052,9426.215787328809,1403.535935952034
5580,39,2,5,0,0,1,1,1,4882.781689672438,4882.781689672438,0.09390233746000048,0.08962833289128791,7414.923962738238,696.27869218929
5581,48,2,4,0,1,1,0,0,,0.0,0.12099573281487792,0.11396225952812755,7326.47662060374,886.4724076610199
5582,65,4,13,0,1,1,0,0,,0.0,0.1499430085623719,0.13924296919216117,9969.143983080436,1494.8034416145479
5583,58,1,15,0,0,1,1,1,4707.735987174388,4707.735987174388,0.07753700288409407,0.07460721843873863,7564.715362982049,586.5453569168898
5584,22,3,2,0,1,0,0,0,,0.0,0.12344000875525783,0.11612533560508675,7904.994074069774,975.7925377134342
5585,44,5,3,1,4,0,1,1,9903.216263694318,9903.216263694318,0.5582211884907012,0.42777395865671664,14577.725616309404,8137.595319027576
5586,60,1,9,0,0,1,0,0,,0.0,0.06822119399631815,0.06594615637704393,7039.201363272482,480.2227217829592
5587,30,5,19,0,1,0,0,0,,0.0,0.2553806759880777,0.2253784380013769,11840.131324822405,3023.7407415207595
5588,74,3,0,1,0,0,0,0,,0.0,0.06341847856432799,0.061449371823275256,10628.02862252103,674.0134053784142
5589,64,5,17,0,0,0,0,0,,0.0,0.14471340640238872,0.13472976151018012,11559.351014081107,1672.7930610485835
5590,66,4,3,0,2,1,0,0,,0.0,0.16982275559145898,0.15618563527929896,8841.837535169914,1501.5452147145484
5591,22,1,5,0,3,2,0,0,,0.0,0.18140920470554714,0.16590602632652118,7795.095243852685,1414.1020287913086
5592,51,4,12,0,0,1,0,0,,0.0,0.1407880093149529,0.1313265571418334,9850.22917112949,1386.7941562993992
5593,48,1,14,1,0,1,0,0,,0.0,0.09906292744674731,0.09431428625920624,9501.927958514341,941.288799958526
5594,53,2,17,2,0,1,0,0,,0.0,0.13405568575751553,0.12545863625094433,14991.670112492284,2009.718617580603
5595,66,5,0,0,1,0,0,0,,0.0,0.143991645276859,0.13410501765816862,9426.215787328809,1357.296319952178
5596,38,5,0,1,0,1,0,0,,0.0,0.16999266328673915,0.1563289936540625,14062.26151683315,2390.4812870810874
5597,48,1,9,2,0,1,0,0,,0.0,0.10466400625614036,0.09937292318138369,11375.873135065982,1190.644456977605
5598,56,2,11,0,0,2,0,0,,0.0,0.09995851790560546,0.09512504663433707,9258.06182891497,925.4221390967995
5599,60,1,5,1,1,0,0,0,,0.0,0.09394930036847922,0.08967108558866865,8529.192754856387,801.3116920266594
5600,61,2,12,1,3,2,0,0,,0.0,0.2723955611982928,0.23844703929930344,12397.498532591191,3377.0235702401887
5601,37,5,5,1,0,1,0,0,,0.0,0.18277488865400796,0.167044357600576,14931.82320565183,2729.162323814345
5602,74,1,18,2,1,0,0,0,,0.0,0.0847541980021221,0.08126191569406438,12673.265817922727,1074.1124804657486
5603,18,4,3,0,2,1,0,0,,0.0,0.18693393748973264,0.17050146666925292,8841.837535169914,1652.8395050938245
5604,46,5,13,2,0,0,0,0,,0.0,0.20950660765457932,0.18901571928860827,24520.137556356232,5137.13083865584
5605,52,5,10,0,3,1,0,0,,0.0,0.3977227995093342,0.32815176148668346,10628.02862252103,4227.009297014397
5606,21,2,2,1,1,0,0,0,,0.0,0.10964581190154955,0.10384851471708756,9463.996160851331,1037.6875428896922
5607,43,4,12,0,1,1,0,0,,0.0,0.20099002480306727,0.18207940956786894,9850.22917112949,1979.7978054212128
5608,51,3,2,0,1,1,0,0,,0.0,0.13662709481688184,0.1277045510161664,7904.994074069774,1080.0363748848201
5609,52,1,10,0,0,1,0,0,,0.0,0.07870882461879054,0.07569097870237207,7124.180635516386,560.735884193443
5610,24,2,12,2,0,0,0,0,,0.0,0.10774370219636979,0.10214231410366925,14118.62321114021,1521.192734683845
5611,33,4,1,1,0,1,0,0,,0.0,0.14092886774174304,0.13144890849907664,12372.728314001351,1743.6745921684158
5612,31,4,4,2,1,1,0,0,,0.0,0.22301862295497768,0.19990005106951636,18384.25737617396,4100.031764084208
5613,54,3,5,0,2,1,0,0,,0.0,0.18581569195612968,0.16957336481306184,8194.75832336055,1522.7146882684935
5614,36,4,18,0,0,0,0,0,,0.0,0.16235012670339277,0.14985650551398078,10585.601419007568,1718.5737316074928
5615,50,4,4,0,0,2,0,0,,0.0,0.13945685621505097,0.1301694498229362,10396.765217825976,1449.900192084
5616,59,2,18,0,0,1,0,0,,0.0,0.09532148955360054,0.09091937244120063,8666.75742156741,826.1282270235279
5617,63,2,10,0,3,1,1,1,7870.467452216266,7870.467452216266,0.1911876256238059,0.1740224009505863,7873.437253490392,1505.3037739928477
5618,28,5,18,2,0,0,0,0,,0.0,0.21395276770062824,0.19261348115613286,26036.378183658442,5570.555173293979
5619,69,5,16,2,2,1,1,1,22954.212733408567,22954.212733408567,0.2950825887381732,0.25552989991931185,25418.94395455835,7500.687785101615
5620,27,1,5,0,0,0,0,0,,0.0,0.07211451048119513,0.06957565362881024,6709.300653377035,483.8379322894475
5621,19,4,11,0,0,1,0,0,,0.0,0.11818548285955778,0.11146876998414335,9732.732809200465,1150.267726598417
5622,20,1,14,1,0,1,0,0,,0.0,0.08374322559219596,0.0803326271755056,9501.927958514341,795.7220965906605
5623,29,5,1,1,0,0,0,0,,0.0,0.15481878113876424,0.14342960986987308,14232.025199974694,2203.3847945962593
5624,67,3,13,1,0,0,1,1,21298.051894085645,21298.051894085645,0.09541685871978983,0.09100606656861077,12422.318341191714,1185.2985941337438
5625,29,4,9,1,2,1,0,0,,0.0,0.27929128766034694,0.24368043543079698,13619.392837971931,3803.7777628692875
5626,57,4,0,0,1,0,0,0,,0.0,0.14594871297216455,0.13579797559863782,8529.192754856402,1244.8247052628024
5627,41,4,17,0,0,1,0,0,,0.0,0.1611370554565591,0.14882459512126534,10459.333325752503,1685.3861741504177
5628,20,2,5,2,1,0,0,0,,0.0,0.1218456742690803,0.11471501978735144,12981.10347335243,1581.691305467327
5629,43,5,17,1,0,0,0,0,,0.0,0.2081492309581816,0.18791416067896505,17244.525331510835,3589.434685992862
5630,19,3,4,2,1,1,0,0,,0.0,0.1555948135086494,0.1440940783618233,15355.822545236064,2389.286345197919
5631,45,3,10,0,2,2,0,0,,0.0,0.24111048658202638,0.21424519377064855,10109.693550177806,2437.5531310785445
5632,49,2,7,1,4,0,0,0,,0.0,0.3343723789556155,0.2842128114923558,10049.216999956923,3360.1805949168097
5633,47,1,17,0,1,0,1,1,7426.423171593257,7426.423171593257,0.12374899484883264,0.11639839839637278,7748.464703900959,958.8647187294013
5634,34,3,19,2,0,2,0,0,,0.0,0.2158870337508819,0.19417367209034753,21359.459746768935,4611.230407251308
5635,61,2,15,0,0,2,0,0,,0.0,0.09676208938449068,0.09222805097216413,9713.286796077185,939.8779251792138
5636,52,4,16,1,0,1,1,1,19823.962258602212,19823.962258602212,0.16830120802561438,0.15490075433078,14812.845166711255,2493.0197358538876
5637,32,2,15,0,0,1,0,0,,0.0,0.10571589700671291,0.10031978638757344,8360.303422687824,883.8169755777354
5638,42,5,5,0,0,0,1,1,4154.958090887829,4154.958090887829,0.16089553106195606,0.14861899066865503,10009.100418608576,1610.4195273044734
5639,24,4,18,0,0,1,0,0,,0.0,0.14399164527685895,0.1341050176581685,10585.601419007568,1524.2381645679525
5640,70,3,10,1,4,1,0,0,,0.0,0.2922925776808595,0.2534499198738258,11983.06881038794,3502.5620711154015
5641,60,4,6,2,3,2,0,0,,0.0,0.43604928632153545,0.35341414268836124,21878.287813989868,9540.011787227428
5642,34,4,3,2,0,0,0,0,,0.0,0.15061927255368787,0.1398248713954383,18164.96467537078,2735.9937653677835
5643,56,4,14,1,4,0,1,1,13514.209510430783,13514.209510430783,0.4877267346257311,0.38597935930058314,14461.5690571167,7053.293853792041
5644,56,3,5,1,2,1,0,0,,0.0,0.20535809887201764,0.18564435564685022,11285.229209122972,2317.5132157204566
5645,52,5,13,1,0,1,0,0,,0.0,0.19262692343607835,0.17521037357360392,16436.339735576883,3166.0815558143404
5646,21,2,1,0,2,1,0,0,,0.0,0.13459298237738998,0.1259283981575836,7067.414557496434,951.224402990827
5647,68,3,12,2,3,0,0,0,,0.0,0.24365548454833486,0.21624239563918046,16903.060851751692,4118.523482183548
5648,72,2,12,1,1,1,0,0,,0.0,0.09613517548093578,0.091658777692039,10670.625874719184,1025.8224909575426
5649,73,3,10,1,2,0,0,0,,0.0,0.13883071024713203,0.1296246383832268,11983.06881038794,1663.6179538864133
5650,73,5,13,0,0,0,0,0,,0.0,0.10545193735124445,0.10008227576312423,11017.60800820932,1161.8281094422582
5651,70,4,19,0,1,0,0,0,,0.0,0.14298722333809288,0.13323485681007008,10713.393857158993,1531.8784401625453
5652,60,2,16,0,1,0,0,0,,0.0,0.1224564282529819,0.1152555460348228,8461.231420614573,1036.1321783903645
5653,21,5,8,2,1,1,0,0,,0.0,0.24647369627911947,0.2184480810098346,23092.195909183436,5691.618880938004
5654,44,4,17,1,0,0,1,1,10500.438483797478,10500.438483797478,0.1732534028214427,0.15907550479650034,14991.670112492284,2597.357860965809
5655,31,3,19,1,1,1,1,1,17088.151231190026,17088.151231190026,0.2048453448344439,0.18522668443003676,13349.710791023594,2734.626110427325
